POS;VNP;predikativní;vztažné;délka
N-V-P-N-Z-V-T-N-Z-P-R-P-V;0;2;0;13
N-V-P-N-J-N-Z-J-V;0;1;0;9
N-R-Z-A-N-Z-Z-Z-P-N-V-C-N-Z-V-P-V;0;1;0;17
N-R-N-Z-P-P-R-P-J-A-J-A-N-D-J-R-N-V;0;1;0;18
N-V-A-N-J-V;0;1;0;6
N-J-V-Z-J-V;0;1;0;6
N-R-N-J-N-Z-J-P-A-N-R-N-R-A-D-V;0;1;0;16
N-J-N-T-V-P-Z-P-V-P-D-V-J-V-Z-J-P-Z-P-V-Z-J-D-P-V-Z-D-P-P-V-D-R-A-N-Z-Z-J-N-Z-D-P-V-V-Z-V-D-J-D-Z-Z-Z-C-Z-N-P-T-V;0;1;0;57
N-R-N-Z-V-P-N-Z-V;0;1;0;9
N-J-V-P-V-R-A-N-N-Z-P-P-D-V;0;1;0;14
N-R-N-P-D-V-Z-Z-R-N-P-V-Z-Z-N-P-V;0;1;0;17
N-V-P-N-A-N-Z-J-D-D-Z-J-R-P-V-Z-D-A-Z-Z-P-N-V-J-V;0;1;0;25
N-V-Z-J-P-T-D-V-Z-J-D-A-N-R-N-N-D-V-Z-J-N-J-N-P-V-V;0;1;0;26
N-R-A-N-J-R-A-N-V-P-A-N-N-J-D-A-Z-A-J-A-N-Z-P-P-V;0;1;0;25
N-R-N-Z-R-P-N-P-V;0;1;0;9
N-V-P-N-N-Z-N-Z-N-N-J-N-Z-D-P-V-T-V;0;1;0;18
N-J-P-P-P-V-P-Z-J-V-P-T-V;0;1;0;13
N-R-N-Z-N-T-N-Z-Z-V;0;1;0;10
N-R-N-A-D-Z-D-P-V;0;1;0;9
N-J-N-J-P-P-V-R-P-Z-V;0;1;0;11
N-D-V-J-V;0;1;0;5
N-V-R-A-N-D-C-N-Z-R-P-N-V-Z-J-V;0;1;0;16
N-V-N-Z-D-P-N-N-V;0;1;0;9
V-Z-J-J-P-D-J-P-D-Z-P-A-V-N-Z-P-D-V-N;0;1;0;19
V-P-Z-J-V-A-J-A-N-P-P-V-N-Z-D-D-D-V-Z-D-D-V-N;0;1;0;23
V-D-Z-T-D-J-N-V-V-Z-J-V-D-R-A-N;0;1;0;16
V-P-J-N-J-V-J-N;1;4;0;8
V-Z-J-V-Z-A-A-N;1;0;0;8
V-N-Z-R-P-D-V-N;0;1;0;8
V-V-N-P-V-V-N-P-V-J-D-P-N-A-J-A-X-J-N-A-A-N-A-N;0;1;0;24
V-Z-N-N-V-V-P-P-N-Z-J-P-R-P-J-V-J-J-Z-J-R-P-V-R-P-N-N-V-P-Z-R-P-P-P-R-N-Z-R-A-N-Z-J-V-Z-J-J-V-P-Z-P-V-A-N-J-D-D-Z-P-Z-P-P-A-V-Z-J-V-A-J-A-J-A-J-A-J-N-J-J-A-J-V-N-J-D-Z-D-D-D-V-N-N;0;1;0;90
V-D-D-J-R-A-N-J-N-R-P-V-A-N;0;1;0;14
V-P-J-N-J-V-N;0;2;0;7
V-P-D-J-P-V-Z-J-J-V-R-N-Z-D-J-D-N;0;2;0;17
V-P-D-Z-J-J-D-V-N-J-J-D-D-V-P-N;0;1;0;16
V-D-D-Z-J-P-V-J-J-V-P-A-N;0;1;0;13
V-R-N-N-Z-R-N-N-Z-J-J-R-P-V-P-A-J-A-Z-R-P-A-N-D-D-C-N-V-P-P-Z-P-D-A-N-R-N-D-V-N;0;1;0;40
V-P-N-R-P-N-R-N-A-J-N;1;0;0;11
V-Z-J-V-P-D-D-Z-J-P-N;0;1;0;11
V-R-N-Z-N-J-N-Z-P-V-Z-V-J-V-V-P-A-N;0;1;0;18
V-Z-J-P-R-P-N-D-Z-D-N-Z-J-P-N;0;1;0;15
V-R-A-Z-V-P-N-J-N;0;1;0;9
V-D-R-N-Z-P-P-R-P-V-D-Z-P-P-V-V-Z-P-V-D-P-P-N-Z-R-P-P-V-V-P-N;0;1;0;31
V-V-T-D-R-P-N;2;0;0;7
V-D-Z-D-J-D-Z-N-D-Z-D-V-R-P-V-P-N;0;1;0;17
V-N-Z-A-N;1;0;0;5
V-J-A-N-R-A-N-Z-P-P-D-V-A-N;0;1;0;14
V-Z-P-N-V-J-J-P-R-P-V-N-J-N;0;1;0;14
V-D-J-R-N-Z-A-N-J-N-D-N;0;1;0;12
V-A-N-Z-R-P-P-N-V-Z-J-P-R-P-N-V-N;0;2;0;17
V-D-J-D-Z-R-P-N-V-N;0;1;0;10
V-D-Z-Z-V-N-P-Z-J-V-N-N;0;1;0;12
V-J-D-A-N-Z-P-V-R-N-P-P-A-N;0;1;0;14
V-N-Z-V-V-N;0;1;0;6
V-X-C-Z-J-N-Z-T-V-P-N;1;0;0;11
V-D-A-N-J-D-V-R-N-N-V-P-N;0;1;0;13
V-P-D-D-J-V-P-D-P-N;0;1;0;10
V-D-J-P-V-T-P-A-N-Z-D-V-R-N-R-P-A-A-N;0;1;0;19
V-D-Z-J-P-V-P-Z-P-R-P-V-D-A-N-Z-N;0;1;0;17
V-D-Z-V-D-P-N-J-N;0;2;0;9
V-Z-J-J-P-D-J-D-Z-P-A-V-N-Z-P-D-V-N;0;1;0;18
V-Z-N-J-A-N-T-V-V-N;0;1;0;10
V-D-Z-V-A-A-N;0;2;0;7
V-A-A-A-N-N-Z-N-Z-P-V-N-N-R-P-A-A-N-N-Z-N-Z-P-D-V-N-J-N-N-Z-N-Z-P-D-Z-D-J-D-V-N-P-N-N-Z-N-Z-P-V-D-C-A-N-Z-A-J-A-Z-J-P-V-N-P-N-N-Z-N-Z-P-D-Z-D-J-D-V-N-Z-P-P-V-D-R-C-A-N-N-Z-N-Z-P-V-A-N;0;1;0;92
V-P-D-J-D-Z-V-P-N-R-N-J-P-N;0;1;0;14
V-R-N-Z-V-N-N-Z-V-A-N;0;1;0;11
V-Z-J-J-P-V-N-J-A-Z-J-P-D-V-D-Z-J-P-P-A-N;0;1;0;21
V-A-N-V-P-A-N-N-J-P-N-V-D-D-A-Z-J-P-P-N;0;1;0;20
V-J-A-F-F-Z-J-V-P-N;0;1;0;10
V-D-D-Z-J-R-P-N;0;1;0;8
V-N-Z-A-N-Z-N;0;1;0;7
V-P-R-P-N-Z-T-R-A-N-Z-D-D-Z-D-V-A-N-J-N;0;1;0;20
V-P-D-N-R-P-N-Z-V-R-A-N-D-D-V-P-N-Z-J-T-N-Z-J-N-Z-R-P-V-A-N-A-J-A-Z-V-D-D-A-N;0;1;0;39
V-D-D-Z-T-J-A-N-Z-J-R-P-A-N-V-T-N-J-N;0;1;0;19
N-Z-T-V-Z-J-P-A-P-A-N-D-J-V;0;1;0;14
N-Z-J-R-N-D-P-J-D-B-V;0;1;0;11
N-R-N-Z-P-R-P-R-N-V-Z-Z-R-N-P-V;0;1;0;16
N-N-R-N-D-V-P-N-Z-N-R-P-V-Z-D-P-P-N-V;0;1;0;19
N-R-N-J-V-P-Z-D-P-R-P-V-V;0;1;0;13
N-R-B-P-R-P-D-V;0;1;0;8
N-J-N-J-V-P-Z-J-P-V;0;1;0;10
N-X-Z-J-P-R-P-V-V;0;1;0;9
N-P-Z-V-P-D-V;0;1;0;7
N-A-N-N-F-R-P-A-N-N-N-Z-R-N-F-F-F-X-F-V-R-N-J-A-N-Z-D-J-V-A-N-Z-J-D-D-P-R-P-V;0;1;0;39
N-R-N-J-D-P-A-N-V-V;0;1;0;10
N-Z-R-A-V-N-N-Z-P-P-D-V;0;1;0;12
N-P-X-D-V;1;0;0;5
N-R-A-N-Z-P-R-P-Z-D-P-V;0;1;0;12
N-J-P-R-N-V;0;1;0;6
N-C-N-Z-N-R-P-A-N-Z-C-Z-J-D-D-D-V-Z-D-P-R-P-V;0;1;0;23
N-J-J-P-R-P-J-P-N-V;0;1;0;10
N-Z-V-P-R-N-V;0;1;0;7
N-R-N-T-D-Z-J-P-A-V;0;1;0;10
N-R-N-Z-V-V;0;1;0;6
N-N-R-A-N-Z-A-N-Z-A-Z-A-J-A-N-Z-P-V-J-V-Z-D-P-A-N-P-R-P-V;0;1;0;29
N-V-J-A-N-V-Z-J-R-N-R-P-Z-D-P-R-P-V;0;1;0;18
N-Z-P-N-V-N-P-Z-V-P-D-V;0;1;0;12
N-R-N-Z-J-V-N-Z-A-N-J-N-Z-D-R-N-A-N-V-R-N-N-Z-P-V-R-N-N-J-N-Z-J-V-R-P-Z-J-P-N-V;0;1;0;40
N-J-C-N-D-V-R-P-N-Z-Z-R-A-P-V;0;1;0;15
N-Z-D-P-V-R-P-Z-J-N-V-V-R-N-P-N-J-V-P-V;0;1;0;20
N-V-R-N-N-N-Z-J-D-P-R-P-V;0;1;0;13
N-R-A-N-Z-N-J-N-J-R-P-P-V;0;2;0;13
N-R-N-Z-P-V-N-Z-D-P-V;0;1;0;11
N-R-A-N-J-A-A-N-Z-D-V-A-P-N-V-Z-D-P-D-V-Z-Z-J-V-P-A-D-V-V;0;1;0;29
N-V-P-R-P-A-R-A-N-F-N-P-V-P-Z-D-V-Z-J-P-C-V;0;1;0;22
N-D-V-D-Z-A-N-N-J-V-N-N-Z-Z-V;0;1;0;15
N-R-A-N-Z-R-P-V;0;1;0;8
N-Z-J-V-D-C-R-P-Z-D-P-P-N-V-Z-D-P-V-V;0;1;0;19
N-Z-J-V-R-P-T-V;0;1;0;8
N-Z-J-P-V-C-N-Z-D-P-P-V;0;1;0;12
N-R-P-N-Z-Z-V-Z-Z-J-V-V-Z-J-V-P-R-P-Z-J-P-V;0;1;0;22
N-R-N-N-D-V-A-N-V-R-N-C-R-P-N-Z-R-N-N-N-P-N-D-V;0;1;0;24
N-N-P-V-V-V-N-Z-P-V-Z-J-P-N-V-J-N-Z-T-J-A-N-Z-P-V-N-Z-V-P-R-P-D-V;0;1;0;33
N-R-P-C-N-V;1;0;0;6
N-R-N-Z-P-P-R-B-R-P-V;0;1;0;11
N-R-A-N-Z-J-V;0;1;0;7
N-R-N-Z-J-P-P-N-V;0;1;0;9
N-V-D-Z-T-V-R-N-A-Z-P-P-V;0;1;0;13
N-R-N-V-V-D-J-D-V-V-P-A-Z-T-X-V-V;0;1;0;17
N-Z-V-A-N-R-N-Z-D-T-D-V-J-P-V;0;1;0;15
N-Z-T-P-R-P-V;0;1;0;7
N-R-N-Z-N-Z-J-J-R-A-N-J-N-V;0;2;0;14
N-V-A-V;0;1;0;4
N-Z-Z-A-N-D-D-V-V-P-Z-J-J-V-A-Z-V-D-A-Z-J-A-R-N-Z-J-J-V-R-P-V-N-P-D-D-Z-V-A-P-Z-J-D-V-P-T-V-P-R-N-Z-J-V-T-V-P-R-P-D-Z-D-P-V-V-Z-J-P-N-V;0;1;0;68
N-V-Z-J-D-V-N-Z-J-P-V;0;1;0;11
N-Z-N-V-Z-J-N-V-Z-J-V-P-R-N-Z-J-R-N-V-Z-J-V-P-Z-J-J-V-D-P-N-Z-B-Z-J-P-V;0;1;0;36
N-Z-J-P-T-V-Z-D-P-R-P-N-V;0;1;0;13
N-R-N-V-A-N-J-A-A-N-Z-J-R-N-Z-D-N-N-V-R-P-R-N-R-P-N-R-N-J-A-N-P-N-P-R-N-A-N-D-V-V;0;1;0;41
N-V-P-Z-V-Z-D-P-V;0;1;0;9
N-V-P-R-P-A-R-A-N-F-N-P-V-P-Z-D-V-Z-J-P-C-V-R-P-Z-J-V;0;1;0;27
N-R-N-Z-P-V-Z-J-P-R-P-V-D-D-V;0;1;0;15
N-R-A-N-V-R-A-N-V;0;1;0;9
N-V-D-J-V-Z-J-P-J-P-V-Z-V;0;1;0;13
N-J-N-R-P-A-Z-Z-J-P-V;0;1;0;11
N-J-V-P-Z-N-V-J-V;0;1;0;9
N-Z-V-R-P-Z-J-P-V;0;2;0;9
N-R-B-J-V-A-N-N-R-B-Z-J-N-P-N-Z-N-Z-P-D-V;0;2;0;21
N-Z-P-P-V-V-R-A-N-Z-J-P-V-V-Z-J-P-V;0;1;0;18
N-Z-V-P-P-V-J-V-P-R-P-D-V;0;1;0;13
N-Z-J-V-Z-J-V-P-R-A-N-J-B-D-V;0;1;0;15
N-R-N-Z-R-N-R-P-N-Z-J-P-N-V-A-N-Z-V-A-R-P-N-Z-V;0;1;0;24
N-R-N-Z-V-D-V-R-P-Z-D-P-N-R-N-V-V;0;1;0;17
N-R-P-V-Z-J-V-P-R-P-V;0;1;0;11
N-R-N-D-Z-V-Z-D-P-D-V-Z-A-Z-V;0;1;0;15
N-R-P-A-N-Z-V-V-P-R-P-V;0;1;0;12
N-Z-V-P-N-A-A-N-J-N-Z-Z-N-Z-V-V-N-J-V-P-R-N-N-Z-Z-N-J-A-N-Z-D-P-V-P-Z-P-V-A-J-J-P-P-J-V-R-P-Z-D-P-R-P-A-J-R-P-V;0;1;0;56
N-R-N-D-A-N-Z-N-J-N-Z-V-Z-R-P-N-V-N-A-N-Z-R-P-A-J-D-P-V;0;1;0;28
N-R-N-Z-D-V-V-Z-J-B-P-D-D-V-N-R-N-J-N-N-J-V;0;1;0;22
N-R-N-N-J-R-N-Z-J-D-P-D-V;0;1;0;13
N-N-J-N-J-V;0;1;0;6
N-R-N-A-N-Z-P-V-N-N-Z-D-T-V-N-Z-J-V-P-P-A-N-V;0;1;0;23
N-Z-P-V-D-D-V-Z-J-P-R-N-Z-P-P-D-V;0;1;0;17
N-D-J-A-N-R-A-J-J-P-R-P-D-V;0;1;0;14
N-R-N-Z-J-V-N-V-N-D-D-R-P-Z-J-V-N-N-Z-D-P-R-P-N-V;0;1;0;25
N-V-R-N-Z-A-Z-N-J-N-Z-V;0;1;0;12
N-V-Z-J-D-V-P-R-P-V-N-D-V;0;1;0;13
N-P-N-T-R-N-Z-V-P-P-A-N-Z-R-P-V-V-A-N-A-N-Z-J-P-C-A-Z-A-Z-N-Z-P-V;0;1;0;33
N-Z-D-P-V-Z-V;0;1;0;7
N-R-N-J-N-Z-D-V-Z-V-R-A-N-D-Z-V;0;1;0;16
N-R-P-A-N-J-A-A-N-Z-D-R-P-V-V-C-N-A-N-N-Z-R-N-P-T-V;0;1;0;26
N-Z-P-R-P-A-V;0;0;1;7
N-D-P-Z-D-P-A-N-V;0;1;0;9
N-R-P-Z-Z-D-P-R-P-N-V;0;1;0;11
N-R-X-N-V-D-P-N-N-T-V-J-V-R-A-N-Z-N-Z-R-P-P-P-V;0;1;0;24
N-R-N-Z-P-P-V-Z-V-Z-Z-J-P-V-R-P-N-R-N-Z-P-V-V-R-N-Z-V-Z-J-V-P-V-V;0;1;0;33
N-J-V-P-D-R-A-N-J-N-V;0;1;0;11
N-R-N-Z-D-R-N-C-Z-N-Z-D-V-N-R-N-Z-R-N-R-A-A-N-R-P-A-N-J-A-A-N-V-N-N-A-N-Z-D-V-R-N-N-Z-N-J-R-N-A-N-R-N-R-N-Z-N-J-A-N-N-Z-N-Z-P-N-N-Z-R-A-N-Z-J-V-V-A-N-R-N-J-V-Z-J-N-Z-P-P-V;0;1;0;86
N-Z-P-P-A-P-T-J-D-D-V;0;1;0;11
N-Z-P-V-T-D-J-R-P-N-R-V;0;1;0;12
N-R-N-D-A-N-Z-N-J-N-Z-V-Z-D-V-N-A-N-Z-D-A-J-D-P-V;0;1;0;25
N-J-R-N-R-P-V;0;1;0;7
N-R-N-J-A-N-Z-R-A-N-J-R-P-Z-D-P-V-V;0;1;0;18
N-V-Z-V-R-N-Z-V-P-R-P-V;0;1;0;12
N-Z-Z-V-Z-J-J-R-N-P-N-V;0;1;0;12
N-Z-J-A-N-Z-P-V-Z-J-P-R-A-N-V;0;1;0;15
N-J-D-V-Z-J-P-R-P-P-N-V;0;1;0;12
N-R-N-J-P-Z-D-P-V;0;1;0;9
N-R-N-J-V-A-J-V-Z-J-V-P-R-P-Z-J-J-R-P-Z-V-N-V;0;2;0;23
N-R-N-V-Z-V;0;1;0;6
N-R-P-V-V-A-Z-A-Z-D-V-J-P-V-P-N-Z-D-P-V;0;1;0;20
N-R-D-A-N-Z-R-P-V-V;0;1;0;10
N-Z-Z-Z-D-V-T-Z-J-R-N-N-P-V-R-N-Z-J-A-N-Z-N-J-N-V-N-V-A-N-Z-J-J-P-V;0;1;0;34
N-Z-P-N-P-V;0;1;0;6
N-R-N-V-D-D-Z-V-V-R-P-A-N-Z-V;0;1;0;15
N-R-N-Z-R-N-N-Z-R-N-Z-R-A-N-D-Z-R-P-Z-D-P-V-V;0;1;0;23
N-V-J-A-J-A-Z-P-V-D-V;0;1;0;11
N-J-R-A-N-J-T-D-Z-Z-V-P-A-Z-R-P-N-P-V;0;1;0;19
N-R-N-Z-J-R-P-R-P-V-D-V-Z-J-V-P-R-P-Z-J-R-N-P-V-V;0;1;0;25
N-N-R-N-J-D-P-Z-R-P-N-P-N-V-R-N-Z-P-V-D-V-N-Z-T-N-Z-A-N-J-N-Z-Z-J-R-P-Z-P-P-D-V-R-T-N-Z-T-V;0;1;0;46
N-Z-P-C-A-N-V;0;0;1;7
N-Z-P-R-P-D-N-J-N-D-V;0;0;1;11
N-Z-P-V-P-J-V-P-V;0;1;0;9
N-R-N-Z-P-P-V-D-Z-D-P-R-A-N-R-N-J-R-A-N-V;0;1;0;21
N-D-V-D-R-N-Z-P-P-V;0;1;0;10
N-R-N-J-D-P-V-V;0;1;0;8
N-R-N-J-D-P-V;0;1;0;7
N-R-N-J-A-N-R-N-J-D-P-V;0;1;0;12
N-Z-V-R-A-N-R-A-N-N-Z-P-V-C-N-A-Z-A-Z-A-J-A-N-Z-P-V-N-R-N-A-N-J-N-N-A-N-B-Z-Z-J-N-Z-R-P-P-D-V-Z-D-V-J-V-Z-P-N-P-D-V;0;1;0;58
N-R-N-V-R-A-N-Z-Z-N-T-N-V-D-D-Z-J-P-R-A-N-V;0;1;0;22
N-R-N-Z-D-P-R-P-V;0;1;0;9
N-D-J-R-A-N-P-D-V;0;1;0;9
N-R-A-N-J-J-R-P-A-N-V;0;1;0;11
N-Z-D-V-N-Z-P-N-V-D-R-N-Z-N-Z-N-R-N-Z-A-N-Z-N-Z-J-T-V-V-R-N-N-Z-P-P-R-P-V;0;1;0;37
N-R-N-Z-J-J-N-P-V;0;1;0;9
N-Z-A-N-J-N-N-Z-D-P-V;0;1;0;11
N-R-P-P-V-Z-J-C-N-D-A-Z-V-D-J-D-A-N-Z-P-V-A-J-V;0;1;0;24
N-J-R-P-P-R-P-D-V;0;2;0;9
N-R-P-T-V-V-Z-J-P-R-P-V-V;0;1;0;13
N-Z-P-V-J-A-N-Z-Z-V-V-D-D-R-P-C-N-Z-J-J-R-N-P-A-N-V;0;1;0;26
N-R-A-N-J-A-N-Z-V-V-P-V;0;1;0;12
N-Z-D-V-P-N-Z-V-N-Z-V-P-P-A-R-N-Z-J-P-N-V-A-Z-J-V-N-R-A-N-J-J-P-V;0;1;0;33
N-R-N-Z-P-P-R-P-R-N-V;0;3;0;11
N-R-A-N-Z-V-Z-J-P-R-P-V;0;1;0;12
N-V-R-N-Z-R-P-P-T-V;0;1;0;10
N-Z-V-V-P-V-Z-J-R-P-V;0;2;0;11
N-Z-P-Z-D-P-R-P-D-V;0;1;0;10
N-V-D-V-R-N-N-Z-P-P-R-N-V-N-Z-J-V-Z-J-V-A-Z-J-P-N-R-N-V-P-N-J-P-N-J-V;0;1;0;35
N-R-N-Z-D-P-V;0;2;0;7
N-R-A-N-D-V-Z-J-R-P-P-J-N-D-V;0;1;0;15
N-Z-V-P-V-P-N-R-N-N-Z-Z-V-N-Z-A-J-A-D-R-A-Z-J-J-A-N-Z-P-T-D-T-V-P-Z-J-D-V-P-A-Z-N-R-N-J-R-A-N-P-V;0;1;0;49
N-R-A-N-J-R-N-P-V;0;1;0;9
N-R-N-Z-P-P-R-P-D-V;0;1;0;10
N-Z-A-R-N-V-N-J-D-V-Z-R-P-P-V;0;1;0;15
N-J-P-R-P-V;0;1;0;6
N-Z-V-Z-J-J-V-V-A-J-A-N-Z-V;0;1;0;14
N-R-N-Z-J-P-D-R-N-R-P-V;0;1;0;12
N-N-R-N-Z-T-R-N-Z-D-V-R-P-N-Z-B-Z-D-P-V;0;1;0;20
N-R-N-N-V-A-N-Z-Z-J-V;0;1;0;11
N-R-A-N-J-R-N-Z-D-P-V;0;1;0;11
N-J-N-R-N-Z-P-R-N-N-V;0;1;0;11
N-R-N-J-V-Z-J-P-R-P-V-V;0;1;0;12
N-Z-V-D-A-Z-J-P-D-V-V;0;1;0;11
N-R-P-C-N-Z-V;0;1;0;7
N-Z-T-P-V-R-P-N-R-N-Z-J-P-V-A-Z-R-P-V-J-V-A-V-Z-J-P-R-N-N-V;0;1;0;30
N-Z-D-V-Z-D-V-Z-D-P-V;0;1;0;11
N-R-N-C-Z-D-P-R-N-R-N-N-V;0;1;0;13
N-R-N-A-N-Z-N-R-A-N-Z-Z-Z-J-R-P-N-V-P-Z-P-V-A-Z-A-Z-V-N-J-V-P-V;0;1;0;32
N-V-A-Z-Z-P-P-P-D-V-Z-J-N-P-V-R-N-D-V;0;1;0;19
N-V-Z-J-J-V-N-Z-V;0;1;0;9
N-R-N-J-A-N-Z-N-V-A-N-R-N-Z-V-P-P-A-P-N-Z-V-P-N-Z-V-P-J-V;0;1;0;29
N-Z-J-J-P-N-V-Z-V-Z-V-P-V;0;1;0;13
N-A-D-R-N-Z-J-V-D-R-N-R-N-Z-P-P-A-N-V-V;0;2;0;20
N-N-R-N-R-N-J-N-R-P-N-Z-T-R-P-Z-P-V-N-Z-V-N-J-V;0;1;0;24
N-Z-J-J-V-N-Z-V;0;1;0;8
N-R-A-N-Z-J-P-P-V;0;1;0;9
N-Z-D-Z-N-N-Z-Z-V-A-N-R-C-Z-N-C-J-R-P-A-N-V-N-A-N-Z-Z-N-P-R-N-V;0;1;0;32
N-R-N-J-V-P-D-V;0;1;0;8
N-R-N-B-Z-Z-V-P-N-D-Z-J-V-V-Z-J-R-N-N-N-Z-Z-Z-V-R-P-C-N-Z-J-V-V-R-N-P-R-N-N-Z-J-V-Z-J-P-V-A-A-N-P-V-C-J-P-V-V-Z-Z-V-N-Z-P-P-J-D-V;0;1;0;65
N-R-N-J-N-R-N-A-Z-A-Z-A-J-A-R-P-N-Z-J-P-N-R-N-V-D-Z-D-P-V-V;0;1;0;30
N-V-A-Z-J-P-P-C-R-P-V;0;1;0;11
N-R-A-N-Z-P-P-R-C-Z-N-V-T-R-N-Z-V-V-R-A-N-R-N-J-V;0;1;0;25
N-R-N-J-R-A-N-P-V;0;1;0;9
N-V-J-R-N-R-P-N-P-V;0;1;0;10
N-P-V-D-Z-J-V-V-V;0;1;0;9
N-R-N-V-Z-D-V-Z-Z-A-N-V-P-Z-P-P-R-P-V-Z-V-Z-P-P-V;0;1;0;25
N-Z-P-Z-B-Z-N-N-Z-N-P-R-P-V;0;1;0;14
N-V-J-N-V-V-N-Z-V-P-N-V;0;1;0;12
N-D-R-A-N-Z-J-T-D-R-N-Z-J-J-P-V-J-V;0;1;0;18
N-J-J-R-N-P-R-P-V;0;1;0;9
N-R-N-R-N-C-V;1;0;0;7
N-R-N-V-R-A-N-V-N-J-V;0;1;0;11
N-R-P-N-Z-R-P-P-V-V-V-Z-D-P-P-N-V-V;0;1;0;18
N-D-C-R-N-V;1;0;0;6
N-J-V-P-A-N-R-N-Z-J-P-V;0;1;0;12
N-N-J-A-N-Z-J-N-R-N-V-J-J-V-D-P-R-P-V;0;1;0;19
N-Z-P-P-P-N-R-P-V-Z-D-V-P-R-P-V;0;1;0;16
N-R-N-Z-N-V-N-Z-N-P-V;0;1;0;11
N-R-P-Z-D-P-N-V-Z-J-D-V-P-V;0;1;0;14
N-Z-A-N-P-V;0;1;0;6
N-C-A-N-D-V-A-N-Z-P-P-R-P-N-V;0;1;0;15
N-R-N-J-N-Z-N-V-J-V;0;1;0;10
N-V-T-R-N-P-N-Z-J-N-P-T-V;0;1;0;13
N-V-Z-J-V-P-V;0;1;0;7
N-Z-J-P-V-A-Z-A-N-P-R-P-V;0;1;0;13
N-N-Z-N-J-N-V-V-D-D-Z-D-V-D-V-N-Z-J-P-V-V;0;1;0;21
N-Z-J-J-R-N-Z-P-R-P-N-V;0;1;0;12
N-R-A-N-D-Z-D-P-R-P-V-V;0;1;0;12
N-J-D-V-N-R-N-Z-P-V-P-R-P-D-V;0;2;0;15
N-Z-V-P-R-N-V-T-J-R-N-J-J-R-A-N-Z-J-J-D-R-A-N-Z-P-P-V-V-Z-N-P-D-V;0;1;0;33
N-R-P-Z-P-N-V-D-A-Z-J-V-A-V-A-A-N-A-N-C-Z-P-N-R-N-Z-P-N-C-Z-A-N-C-Z-V;0;1;0;35
N-Z-D-A-A-N-A-V-Z-J-P-N-R-A-N-R-N-V-A-A-N-Z-J-V-P-P-N-V-V;0;1;0;29
N-R-N-Z-P-D-V-N-N-J-N-P-R-P-V-V-D-V;0;1;0;18
N-Z-J-P-V-V-J-V-P-V;0;1;0;10
N-Z-D-P-V-P-A-N-J-P-A-N-R-A-N-Z-R-P-V-N-J-A-N-Z-J-P-P-V-V-J-N-J-N-Z-P-P-V-V-Z-D-P-R-P-N-V;0;2;0;45
N-R-N-D-J-V-D-P-Z-J-R-A-N-N-V-N-J-N-Z-V;0;1;0;20
N-A-R-N-J-N-Z-P-V;0;1;0;9
N-Z-D-V-P-R-A-N-V-P-D-D-A-Z-V-V-R-N-V-Z-V;0;1;0;21
N-R-N-V-A-Z-J-P-V-V-N-Z-A-N-Z-Z-V;0;1;0;17
N-Z-J-R-N-V-D-V;0;2;0;8
N-R-N-J-N-R-N-A-Z-A-Z-A-J-A-R-P-N-Z-J-P-N-R-N-V;0;1;0;24
N-V-Z-V-P-A-V;0;1;0;7
N-R-N-Z-V-P-V-J-D-Z-J-P-V-D-V;0;2;0;15
N-P-N-Z-J-R-N-P-P-V;0;1;0;10
N-R-P-D-V-Z-J-C-Z-D-P-R-P-V;0;1;0;14
N-N-R-P-N-Z-D-V-D-R-N-Z-J-P-N-V-V-N-Z-N-J-P-A-Z-P-P-R-N-D-V;0;1;0;30
N-A-A-N-Z-V;0;1;0;6
N-R-P-A-A-N-J-D-V-V-J-A-N-Z-D-V-P-P-V-R-N-V;0;1;0;22
N-R-N-Z-R-P-D-V-V-P-N-J-D-P-R-P-V;0;1;0;17
N-V-R-P-N-Z-V-P-V-Z-J-V-D-V-N-D-D-P-V;0;1;0;19
N-Z-D-V-P-R-N-V-D-J-N-A-N-V;0;1;0;14
N-R-A-N-Z-Z-X-N-Z-A-Z-Z-A-Z-V-Z-D-N-Z-A-V-N-P-Z-P-P-V;0;1;0;27
N-Z-J-J-V-R-A-N-J-D-V-N-V;0;1;0;13
N-Z-V-P-V-Z-D-P-V;0;2;0;9
N-R-N-Z-N-V-P-V-J-V;0;1;0;10
N-R-A-N-N-Z-J-V;0;1;0;8
N-N-R-A-N-Z-J-N-P-V;0;2;0;10
N-Z-P-V-R-P-N-Z-V;1;0;0;9
N-R-C-N-Z-Z-V-N-N-R-P-Z-J-N-P-R-P-D-J-A-N-V;0;1;0;22
N-R-N-J-D-P-V-R-P-J-R-N-V;0;1;0;13
N-R-C-A-N-Z-D-V-P-V-V-Z-J-P-V-N-Z-D-P-V-C-Z-D-P-V;0;1;0;25
N-Z-Z-V-V-Z-D-P-D-V;0;1;0;10
N-R-B-R-N-Z-J-P-N-V-V-V-P-N-J-J-P-P-V-D-J-R-N-V;0;1;0;24
N-J-D-P-R-P-V;0;3;0;7
N-R-A-Z-D-P-V-R-N-Z-D-P-V;0;1;0;13
N-R-N-Z-V-P-R-N-Z-P-V-Z-J-V-P-V;0;1;0;16
N-N-J-N-Z-P-N-Z-P-N-V-A-R-P-Z-P-V-V-J-D-P-V-V;0;1;0;23
N-R-N-J-N-R-N-A-Z-A-J-A-R-P-N-Z-J-P-N-R-N-V-D-Z-D-P-V-V;0;1;0;28
