podstatné jmeno;typ;anotovano;left;kwic;right;kwic pos;kwic pos2;kwic pos2 full;kwic length
zášť;N-V;3;Přesto Sobotka opět na světlo boží vytáhl ;zášť , kterou k němu chová ;prezident Zeman . ;N-Z-P-R-P-V;N-Z:-P4-RR-P5-V;NN-Z:-P4-RR-P5-VB;6
zášť;N-V;1;Přesto mě šokuje , jakou ;zášť ke mně chová ;člověk , za něhož jsem byla patnáct let vdaná . ;N-R-P-V;N-RV-PP-V;NN-RV-PP-VB;4
zášť;N-V;1;;Zášť ke klubu ovšem odvolaný lodivod nechová ;. ;N-R-N-T-A-N-V;N-RV-NN-TT-AA-NN-V;NN-RV-NN-TT-AA-NN-VB;7
zášť;N-V;1;"To by tě moje žena asi vymiškovala rezavým srpem , "" pravil Miloslav s úsměvem a naznačil tak , že již proti Vítězslavovi žádnou ";zášť nechová ;. ;N-V;N-V;NN-VB;2
zášť;N-V;1;Ač nese Zdeňka Kopečková následky dodnes , ke zdravotníkům ;zášť nechová ;. ;N-V;N-V;NN-VB;2
zášť;N-V;3;"Je opravdu tak těžké se diktátu řetězců vzepřít ? "" Když se vzbouří velké pekárny , využijí toho ty menší , které nás teď pomlouvají , jací jsme zbabělci , a bez skrupulí nás nahradí , "" poodhaluje Jedlička ";zášť , kterou chovají ;regionální pekárny vůči gigantům typu Delta , Odkolek či Penam . ;N-Z-P-V;N-Z:-P4-V;NN-Z:-P4-VB;4
zášť;N-V;1;Stejnou ;"zášť k němu ovšem v opačné části politického spektra jako k "" pomahači buržoazie "" chovali ";především v období 1948 - 89 komunisté . ;N-R-P-T-R-A-N-A-N-J-R-Z-N-N-Z-V;N-RR-P5-TT-RR-AA-NN-AA-NN-J,-RR-Z:-NN-NN-Z:-V;NN-RR-P5-TT-RR-AA-NN-AA-NN-J,-RR-Z:-NN-NN-Z:-Vp;16
zášť;N-V;1;;Zášť nechoval ;ani k babičce . ;N-V;N-V;NN-Vp;2
zášť;N-V;1;Ještě větší ;zášť chovají ;k pražským klubům fotbaloví fanoušci . ;N-V;N-V;NN-VB;2
zášť;N-V;1;ZÁBŘEH - Velkou ;zášť vůči strážníkům v sobě evidentně chová ;žena ( 45 ) ze Zábřehu . ;N-R-N-R-P-D-V;N-RR-NN-RR-P6-Dg-V;NN-RR-NN-RR-P6-Dg-VB;7
zášť;N-V;1;„ Nemohl jsem tenkrát tušit , že je to možná naposledy , a opravdu k ní žádnou ;zášť nechovám ;a moc rád ji opět uvidím v plné síle a zdravou , “ dodal ;N-V;N-V;NN-VB;2
zášť;N-V;1;K nikomu tady ;zášť nechovám ;. ;N-V;N-V;NN-VB;2
zášť;N-V;1;Pokud jej přesto i podruhé zablokuje , dostaneme další potvrzení , jak moc Zemanovi na pomoci Rusku v kauze novičok záleželo a jakou ;zášť chová ;k těm , kteří s ním na jeho záměru nespolupracovali . ;N-V;N-V;NN-VB;2
zášť;N-V;1;Jakou ;zášť ke mně musel chovat ;! ;N-R-P-V-V;N-RV-PP-Vp-V;NN-RV-PP-Vp-Vf;5
zášť;V-N;1;Držte na uzdě své špatné vlastnosti : Nepodléhejte zlosti , ;nechovejte v sobě zášť ;a nechtějte druhé ovládat silou . ;V-R-P-N;V-RR-P6-N;Vi-RR-P6-NN;4
zášť;V-N;1;Jedinou bytostí , vůči níž ;chovám zášť ;, možná jistou nenávist , je Anděl . ;V-N;V-N;VB-NN;2
zášť;V-N;1;Andrew vůči učitelce , která ho bila , ;nechoval žádnou zjevnou zášť ;. ;V-P-A-N;V-PW-AA-N;Vp-PW-AA-NN;4
zášť;V-N;1;Tak mnohé stavěla jsi i pohřbila mnohé , neboť ;chová zášť ;, co dávno kdys , ty všemocná , jsi pozvedla k světlu . ;V-N;V-N;VB-NN;2
zášť;V-N;1;I kdyby se z hrobu vrátil Mikuláš II . nebo Kolčak - ani proti nim ;nechoval Stalin osobní zášť ;. ;V-N-A-N;V-NN-AA-N;Vp-NN-AA-NN;4
zášť;V-N;1;Jestli ke mně ;chováte zášť ;, jsem ochoten vás královsky odškodnit . ;V-N;V-N;VB-NN;2
zášť;V-N;1;Mohl to být obyčejný lupič , nebo možná ;choval vůči panu Douglasovi soukromou zášť ;. ;V-R-N-N-A-N;V-RR-NN-NN-AA-N;Vp-RR-NN-NN-AA-NN;6
zášť;V-N;1;;Nechoval někdo vůči vašemu synovi zášť ;"? "" ";V-P-R-P-N-N;V-PZ-RR-PS-NN-N;Vp-PZ-RR-PS-NN-NN;6
zášť;V-N;1;V 60 . letech už ale bylo společenské klima jiné - a většina autorů čtvrtého svazku DČL zajisté k dílu Arna Nováka ;nechovala takovou zášť ;", jakou kdysi pociťoval jeden z nich , František Buriánek ( v roce 1952 se z ní vyznal spiskem Proti buržoazní literární "" vědě "" Arna Nováka ) . ";V-P-N;V-PD-N;Vp-PD-NN;3
zášť;V-N;1;P rotivníci ho nemají v lásce a brankáři vůči němu ;chovají zášť ;. ;V-N;V-N;VB-NN;2
zášť;V-N;1;Vůči bílým v Ugandě ;nechovají zášť ;. ;V-N;V-N;VB-NN;2
zášť;V-N;1;K odporu se však dal zlákat jen vévoda Rohan , který ;choval vůči regentce osobní zášť ;: shromáždil v jihozápadní Francii vojsko , aby dvoru zabránil v cestě . ;V-R-N-A-N;V-RR-NN-AA-N;Vp-RR-NN-AA-NN;5
zášť;V-N;1;Neměl jsem důvod ;chovat k Nepotovi zášť ;. ;V-R-N-N;V-RR-NN-N;Vf-RR-NN-NN;4
zášť;V-N;1;Nebo někdo z podsvětí , kdo by mohl vůči němu ;chovat nějakou zášť ;"? "" ";V-P-N;V-PZ-N;Vf-PZ-NN;3
zášť;V-N;1;Mladý řezník samozřejmě vytrvale popíral , že by ;choval ke svému sousedovi zášť ;, avšak pod tíhou jistých indícií se raději přiznal . ;V-R-P-N-N;V-RV-P8-NN-N;Vp-RV-P8-NN-NN;5
zášť;V-N;1;druhou třídu , a přijala místo na jedné škole v Bristolu ve Virgínii , a že to vůbec nepostřehl , neboť když ten podzimní den nastal , byl už dva měsíce manželem ohnivé , divoké , ne tak docela nepohledné dívky , která byla právě tak ctižádostivá jako on a ;chovala pokud možno ještě prudší zášť ;k tomu močálu , bahnu , k té smrduté špinavé pěně , z níž se její manžel vyprostil pomocí vlastních kšand a štruplí ( jak měla přirozeně za to ) , a později dělala příručího v krámě , takže tchyně mohla zůstat doma , vařit a obstarávat domácnost . ;V-J-D-D-A-N;V-J,-Db-Db-AA-N;Vp-J,-Db-Db-AA-NN;6
zášť;V-N;1;Mezi bratrem a sestrou docházelo k prudším neshodám , než k jakým docházelo mezi ním a otcem , a je podezření , že k ní ;choval hlubokou a smrtelnou zášť ;v domněnce , že podněcovala otcův hněv . ;V-A-J-A-N;V-AA-J^-AA-N;Vp-AA-J^-AA-NN;5
zášť;V-N;1;Stará matka ;chovala vůči Wandě zášť ;za to , že se znovu neprovdala . ;V-R-N-N;V-RR-NN-N;Vp-RR-NN-NN;4
zášť;V-N;1;„ Nebylo prokázáno , že by obžalovaní ;chovali nenávist nebo zášť ;k jinému národu nebo jiné rase a to by bylo motivem jejich jednání , “ prohlásila soudkyně . ;V-N-J-N;V-NN-J^-N;Vp-NN-J^-NN;4
zášť;V-N;1;Mohla z toho sice vinit svého muže a ;chovat k němu zášť ;, ale po pravdě řečeno se ničím nelišila od tisícovek krásných žen , které každoročně proudí do Hollywoodu . ;V-R-P-N;V-RR-P5-N;Vf-RR-P5-NN;4
zášť;V-N;1;Mimo kameru k ní ale ;nechová žádnou zášť ;. ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;V jeho výrazu se zračila nedůvěra , zřetelně se ovládal , aby mu ze rtů nesklouzlo opovržlivé : „ Zajatec ! “ Pochopil jsem , že někteří lidé ;chovají k zajatcům specifickou zášť ;. ;V-R-N-A-N;V-RR-NN-AA-N;VB-RR-NN-AA-NN;5
zášť;V-N;1;Ale nikdy jsem ;nechoval k úředníkům stavebního úřadu nějakou zášť ;, právě naopak , mám s nimi vynikající vztahy . ;V-R-N-A-N-P-N;V-RR-NN-AA-NN-PZ-N;Vp-RR-NN-AA-NN-PZ-NN;7
zášť;V-N;1;Necítila k nikomu nenávist , ;nechovala žádnou zášť ;, každému přála , aby byl šťastný . ;V-P-N;V-PW-N;Vp-PW-NN;3
zášť;V-N;1;Proslýchalo se , že soupeřivé matky měří velikost fotografií svých dcer a jejich rivalek pravítkem a pak se buď vychloubají , nebo v sobě léta ;chovají tajnou zášť ;. ;V-A-N;V-AA-N;VB-AA-NN;3
zášť;V-N;1;Jestli snad Španělé ;chovají nějakou zášť ;"vůči vám a vaší rodině , lady de Marisco , pak je to váš a nikoli královnin problém . "" ";V-P-N;V-PZ-N;VB-PZ-NN;3
zášť;V-N;1;Nikdy k nikomu ;nechovala zášť ;. ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Chce se rozloučit jako král , ale bude muset potlačit svou averzi k managementu a zejména k prezidentu Bartomeuovi , kterým pohrdá a ;chová k němu stejnou zášť ;, jakou si vypěstoval vegetarián vůči krvavým steakům . ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
zášť;V-N;1;Kromě synů měly i dcery , všechny už vdané , a Cat s úlevou zjistila , že nikdo k ní tady ;nechová zášť ;. ;V-N;V-N;VB-NN;2
zášť;V-N;1;Na šestnáctiletého hocha byly jeho názory překvapivě nesmiřitelné , pokud ovšem ;nechoval nějakou osobní zášť ;. ;V-P-A-N;V-PZ-AA-N;Vp-PZ-AA-NN;4
zášť;V-N;1;Pompeius k němu dodnes ;choval zášť ;a jeho přisluhovači zdržovali Kretikův triumf , jak se dalo . ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Pak ale ve své řeči s nebývalou otevřeností varoval , že i když společnost mlčí , běloši a černoši k sobě ;chovají skrytou zášť ;. ;V-A-N;V-AA-N;VB-AA-NN;3
zášť;V-N;1;Dodal , že Vorlíčka si i nadále váží a ;nechová k němu žádnou zášť ;. ;V-R-P-P-N;V-RR-P5-PW-N;VB-RR-P5-PW-NN;5
zášť;V-N;1;Zákon nikoho nelituje , ale zákon také k nikomu ;nechová zášť ;! ;V-N;V-N;VB-NN;2
zášť;V-N;1;Nebyl to krutý člověk a k Ralphovi ;nechoval zášť ;, naopak , vždy byli nejlepšími přáteli . ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Choval se sice bezproblémově , ale v duši proti svému živiteli ;choval velikou zášť ;, protože mu záviděl jeho majetek . ;V-A-N;V-AA-N;Vp-AA-NN;3
zášť;V-N;1;Kdyby tomu tak bylo , neměla by teď žádné problémy s porodem , a ;nechovala by vůči tobě takovou zášť ;. ;V-V-R-P-P-N;V-Vc-RR-PP-PD-N;Vp-Vc-RR-PP-PD-NN;6
zášť;V-N;1;Duperrierův syn vás ve vězení navštíví , zahrne vás dopisy , balíčky , vy se za něj za mřížemi provdáte a my , abychom dali najevo , že k vám ;nechováme skoro žádnou zášť ;, vám půjdeme za svědky . ;V-D-P-N;V-Db-PW-N;VB-Db-PW-NN;4
zášť;V-N;1;Mluvil jsem s několika muži , kteří ke mně ;chovají zášť ;, ale všichni trvali na tom , že se zmizením mé dcery nemají nic společného . ;V-N;V-N;VB-NN;2
zášť;V-N;1;Ptáš se , jestli vůči tobě ;chová nějakou zášť ;. ;V-P-N;V-PZ-N;VB-PZ-NN;3
zášť;V-N;1;Tím samozřejmě nemám na mysli , že bych k vyděděncům ;choval nějakou zášť ;, nicméně nemám rád , když mi pojídají ovce . ;V-P-N;V-PZ-N;Vp-PZ-NN;3
zášť;V-N;1;Přesto v sobě ;nechoval žádnou zášť ;či nenávist , i když to muselo být pro něj hrozné . ;V-P-N;V-PW-N;Vp-PW-NN;3
zášť;V-N;1;Později začala volat a brečet , dokud k ní někdo nepřišel : chtěla opět vidět rodiče a ujistit se , že k ní ;nechovají žádnou zášť ;. ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;Erdogan , říká dále , ;chová zášť ;vůči bývalému ( sekulárnímu ) establishmentu , západním hodnotám a přívržencům kemalismu ( modernizačních prozápadních reforem zakladatele Turecké republiky Kemala Atatürka ) . ;V-N;V-N;VB-NN;2
zášť;V-N;1;;Chováte vůči někomu venku zášť ;? ;V-R-P-D-N;V-RR-PZ-Db-N;VB-RR-PZ-Db-NN;5
zášť;V-N;1;;Chovali osobní zášť ;ke královně kvůli vzpomínkám na Queenhithe a tomu , že kdykoli královský pár potřeboval peníze – což bylo podle všeho pořád – poohlížel se po Londýně . ;V-A-N;V-AA-N;Vp-AA-NN;3
zášť;V-N;1;Když dorazil s družinou do města Viterbo , rozhodl se , že se vynasnaží bratrance najít , a až se mu to podaří , pokusí se je přesvědčit , aby v sobě přestali ;chovat zášť ;kvůli brutální vraždě jejich otce . ;V-N;V-N;Vf-NN;2
zášť;V-N;1;;Nechová k němu sice žádnou osobní zášť ;, jenže jak by jeho policejní aparát mohl důvěřovat lidem , kteří chrání papežova vraha ? ;V-R-P-J-P-A-N;V-RR-P5-J^-PW-AA-N;VB-RR-P5-J^-PW-AA-NN;7
zášť;V-N;1;Proti Anthonymu Wyndhamovi ;chová v srdci nepřekonatelnou zášť ;", Wille . "" ";V-R-N-A-N;V-RR-NN-AA-N;VB-RR-NN-AA-NN;5
zášť;V-N;1;Ve skutečnosti ;chovali fašisté i národní demokraté silnou zášť ;k Polákům kvůli hraničnímu konfliktu na Těšínsku a Javorině ( zde měl smírčí hlas právě Beneš ) a rovněž k sovětskému Rusku měli vztah velmi záporný , protože bylo bolševické . ;V-N-J-A-N-A-N;V-NN-J^-AA-NN-AA-N;Vp-NN-J^-AA-NN-AA-NN;7
zášť;V-N;1;""" Buďte si jist , že ";nechováme žádnou zášť ;"vůči Spojeným státům a americkému lidu , "" odpověděl . ";V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;Nepatříte k lidem , kteří v sobě ;chovají zášť ;za to všechno , co jste v životě prožil . ;V-N;V-N;VB-NN;2
zášť;V-N;1;Hluboko v srdci ;chovám zášť ;k těm úlisným McDonaldům . ;V-N;V-N;VB-NN;2
zášť;V-N;1;""" Odsun v rodičích zanechal zející ránu , ale ";nechovali k Čechům nějakou zášť ;. ;V-R-N-P-N;V-RR-NN-PZ-N;Vp-RR-NN-PZ-NN;5
zášť;V-N;1;Selešová řekla , že je rozhodnuta překonat trauma ze zranění a že k útočníkovi , který se prohlásil za fanouška Steffi Grafové , ;nechová žádnou zášť ;. ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;;Nechovám k němu zášť ;. ;V-R-P-N;V-RR-P5-N;VB-RR-P5-NN;4
zášť;V-N;1;My jsme jim neměly zájem odpustit , jak můžeš takovou věc odpustit ? “ ptá se Annetta a dodává : „ Já ;nechovám k nikomu zášť ;. ;V-R-P-N;V-RR-PW-N;VB-RR-PW-NN;4
zášť;V-N;1;Z jakéhosi iracionálního důvodu ;chovám zášť ;k cestování metrem po lince District Line , což využívám jako rozhodující kritérium v hraničních případech . ;V-N;V-N;VB-NN;2
zášť;V-N;1;Někdy mám pocit , jako by Bůh ;choval k mé rodině zášť ;". "" ";V-R-P-N-N;V-RR-PS-NN-N;Vp-RR-PS-NN-NN;5
zášť;V-N;1;Říkával , že ;nechová zášť ;vůči městu , ale zároveň že nemá ani jedinou vzpomínku na dětství v Kroměříži , která by nekončila tragicky , “ říká autor několika knih o Krylovi Vojtěch Klimt . ;V-N;V-N;VB-NN;2
zášť;V-N;1;Vždyť lidé , kteří tyto věci píší , pro Vlčnov v životě nehnuli ani malíčkem , ;chovají pouze chorobnou zášť ;vůči starostovi a jeho stoupencům . ;V-D-A-N;V-Db-AA-N;VB-Db-AA-NN;4
zášť;V-N;1;;Chovat k němu zášť ;? ;V-R-P-N;V-RR-P5-N;Vf-RR-P5-NN;4
zášť;V-N;1;Jakožto pravověrný Floriďan ;choval nepříliš důkladně skrývanou zášť ;ke Kalifornii a já z jeho četných narážek během našeho neformálního setkání vyrozuměl , že ve velké úctě nechová ani kalifornské burzovní makléře . ;V-D-D-A-N;V-Db-Dg-AA-N;Vp-Db-Dg-AA-NN;5
zášť;V-N;1;Kdyby k němu tehdy ;chovala jen zášť ;, a ne něhu , tak by se mu v těch paprscích světla pronikajících přes dveře neukázala jen tak , bez jediného závoje , nenechala by ho mokrou žínkou utírat jí ze stehen dlouhé stopy krve a pak by se k němu nechovala tak oddaně . ;V-D-N;V-Db-N;Vp-Db-NN;3
zášť;V-N;1;Angličtinu ovládá dobře a zdá se , že ;nechová žádnou zášť ;vůči Angličanům nebo klukům z afrikánských rodin , kteří raději chtějí být Angličany . ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;A jestli pochybujete o mojí ochotě ;chovat zášť ;a nakonec vyrovnávat účty , zeptejte se Adama Langa . “ ;V-N;V-N;Vf-NN;2
zášť;V-N;1;Prohlásila jsem , že vůči kapitánovi Battenovi ;nechovám žádnou zášť ;. ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;„ Pacient , který v sobě léta ;chová zášť ;? “ řekl Milo . ;V-N;V-N;VB-NN;2
zášť;V-N;1;""" Odsun v rodičích zanechal zející ránu , ale ";nechovali k Čechům nějakou zášť ;. ;V-R-N-P-N;V-RR-NN-PZ-N;Vp-RR-NN-PZ-NN;5
zášť;V-N;1;Dej , Bože , klid její duši , byla to svatá žena , pronesla místo pohřebního proslovu Manuela , která k mladé paní Meurissové ;chovala racinovskou zášť ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
zášť;V-N;1;Ještě hluboko do éry Dobrého rána ;choval strýček Siem ke svému bývalému zaměstnavateli mírnou zášť ;. ;V-N-N-R-P-A-N-A-N;V-NN-NN-RV-P8-AA-NN-AA-N;Vp-NN-NN-RV-P8-AA-NN-AA-NN;9
zášť;V-N;1;Víš , sepsali jsme jména lidí , kteří dřív nebo později vyhrožovali , že se s ním vyrovnají , kteří vůči němu ;chovali dlouhodobou zášť ;a takové věci . ;V-A-N;V-AA-N;Vp-AA-NN;3
zášť;V-N;1;Čím dál silnější poryvy větru , vlna za vlnou , ho vtláčely do cesty jednomu stranickému činovníkovi za druhým , on přitom vůči nim ;nechoval vůbec žádnou zášť ;, své nepřátele z nich však učinit musel . ;V-T-P-N;V-TT-PW-N;Vp-TT-PW-NN;4
zášť;V-N;1;Ani jsem netušil , že v sobě ;chovám celou tu dobu starou zášť ;. ;V-A-P-N-A-N;V-AA-PD-NN-AA-N;VB-AA-PD-NN-AA-NN;6
zášť;V-N;1;Navíc začínáme přicházet na to , že dělnická třída nemusí nutně ;chovat zášť ;vůči bohatým , jak se často stereotypně vykládá . ;V-N;V-N;Vf-NN;2
zášť;V-N;1;Někdo , kdo v sobě ;chová zášť ;", "" řekl americký ministr zdravotnictví Tommy Thompson televizi Fox News . ";V-N;V-N;VB-NN;2
zášť;V-N;1;Bráním se byť jen pomyslet , že byste měl víc než jednoho bratra , který by k vám ;choval takovou zášť ;, že by vám vyvedl podobný podařený kousek . “ ;V-P-N;V-PD-N;Vp-PD-NN;3
zášť;V-N;1;Tvořím část jejího já , k níž ;chová zášť ;a zlobu – jakýsi přirozený handicap , kvůli němuž ve věku třiadvaceti let přišla o možnost volby . ;V-N;V-N;VB-NN;2
zášť;V-N;1;K naší kultuře a skvělosti ;chovají téměř tak spalující zášť ;jako my k jejich křupanskému vaření na zahradě . ;V-D-D-A-N;V-Db-Db-AG-N;VB-Db-Db-AG-NN;5
zášť;V-N;1;To jsou obecné neduhy práce médií , na lince USA – Evropa je to ovšem o to zajímavější , že strany k sobě ;nechovají zášť ;nebo nedůvěru , což jsou jinak obvyklé zdroje zkreslených pohledů . ;V-N;V-N;VB-NN;2
zášť;V-N;1;""" Ptal jste se , jestli existuje někdo , kdo by mohl vůči naší firmě ";chovat nějakou zášť ;. ;V-P-N;V-PZ-N;Vf-PZ-NN;3
zášť;V-N;1;Není dobré v sobě ;chovat zášť ;nebo pocit ukřivděnosti , je třeba odpouštět a jít dál . ;V-N;V-N;Vf-NN;2
zášť;V-N;1;Navíc Václav od jisté chvíle ;choval ke všemu , co mělo nějakou souvislost s Benešem , hlubokou zášť ;. ;V-R-P-Z-P-V-P-N-R-N-Z-A-N;V-RV-PL-Z:-PQ-Vp-PZ-NN-RR-NN-Z:-AA-N;Vp-RV-PL-Z:-PQ-Vp-PZ-NN-RR-NN-Z:-AA-NN;13
zášť;V-N;1;Na rozdíl od většiny vojáků i důstojníků generála Shermana ;nechoval Kilpatrick žádnou zvláštní zášť ;vůči státu Jižní Karolína . ;V-N-P-A-N;V-NN-PW-AA-N;Vp-NN-PW-AA-NN;5
zášť;V-N;1;Nebylo by správné , kdybychom ve svých srdcích ;chovali zášť ;. ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Šlo o rolníka Ludvíka K . , o kterém se v okolí vědělo , že proti lesníkovi už delší dobu ;chová zášť ;. ;V-N;V-N;VB-NN;2
zášť;V-N;1;;Nechovám v sobě žádnou zášť ;. ;V-R-P-P-N;V-RR-P6-PW-N;VB-RR-P6-PW-NN;5
zášť;V-N;1;Pěkných pár jich bylo nevinných , ukázali na ně lidé , kteří proti nim ;chovali nějakou zášť ;. ;V-P-N;V-PZ-N;Vp-PZ-NN;3
zášť;V-N;1;K Pradellovi ;choval takovou zášť ;, že kdyby se jejich úžasné obchody se státem obrátily v katastrofu , nehnul by pro něj prstem – to , o co by přišel , by ho nezruinovalo – , dokonce by s radostí sledoval , jak se společník topí . ;V-P-N;V-PD-N;Vp-PD-NN;3
zášť;V-N;1;Ale nesvádí mě to k tomu , abych k nim ;choval zášť ;. ;V-N;V-N;Vp-NN;2
zášť;V-N;1;;Nechovají ke mně ale žádnou zášť ;"; jejich způsob myšlení se zcela liší od našeho . ";V-R-P-J-P-N;V-RV-PP-J^-PW-N;VB-RV-PP-J^-PW-NN;6
zášť;V-N;1;Tady je má ruka na důkaz , že k tobě ;nechovám žádnou zášť ;". "" ";V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;I když už do kostela nechodím , ;nechovám vůči církvi žádnou zášť ;. ;V-R-N-P-N;V-RR-NN-PW-N;VB-RR-NN-PW-NN;5
zášť;V-N;1;„ Ke Kometě ;nechovám zášť ;. ;V-N;V-N;VB-NN;2
zášť;V-N;1;Zrovna když začínal doufat , že bude možné ten hrozný incident zachovat v tajnosti , pravdu odhalil ten , který ;choval zášť ;k celé jeho rodině . ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Protože je ale V . v textu jediným původcem veškerých informací , čtenář si může pouze domýšlet , zda je Goodmanova studie skutečně pouhou nezvedenou rychlokvaškou , anebo k ní vypravěč ;chová neoprávněnou zášť ;. ;V-A-N;V-AA-N;VB-AA-NN;3
zášť;V-N;1;Stevan vůči mně ;nechová zášť ;. ;V-N;V-N;VB-NN;2
zášť;V-N;1;Její milá , zlatá máma byla obětí nepopsatelného násilí , ale přesto v sobě ;nechovala žádnou zášť ;. ;V-P-N;V-PW-N;Vp-PW-NN;3
zášť;V-N;1;Ptal se jí , kdo je jejich největším konkurentem , kdo by mohl mít prospěch z toho , že je firma mimo provoz , a jestli neví o někom , kdo by proti nim mohl ;chovat jakoukoli zášť ;. ;V-P-N;V-PZ-N;Vf-PZ-NN;3
zášť;V-N;1;Vůči Liberci ;nechovám žádnou zášť ;, ukončili jsme spolupráci po vzájemné dohodě , i když po pocitové stránce jsem si ten rozchod představoval asi jinak . ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;Přes všechny strasti a ponižování ;nechoval Merrick vůči lidstvu žádnou zášť ;, vůči tomu lidstvu bez tváře , které on sám tak snadno , nevyhnutelně a téměř automaticky nenáviděl , kdykoliv nemohl sehnat kočár nebo nedostal lóži v divadle . ;V-N-R-N-P-N;V-NN-RR-NN-PW-N;Vp-NN-RR-NN-PW-NN;6
zášť;V-N;1;Ne všichni Češi ;chovali vůči Němcům zášť ;. ;V-R-N-N;V-RR-NN-N;Vp-RR-NN-NN;4
zášť;V-N;1;Nica Patricka ( vlevo ) potrhal grizzly v roce 2013 na jeho ranči ve Wyomingu , ale Nic vůči medvědům ;nechová žádnou zášť ;. ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;Pokud tedy Hirai získala svou svobodu na úkor Kumi , nebylo by nic divného na tom , kdyby k ní za to Kumi ;chovala zášť ;. ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Já k vašim lidem ;nechovám žádnou zášť ;"a většina z nich ji nechová ani ke mně . "" ";V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;""" Proti studentovi ";nechovám žádnou averzi nebo zášť ;. ;V-P-N-J-N;V-PW-NN-J^-N;VB-PW-NN-J^-NN;5
zášť;V-N;1;Fikáčková se narodila v rodině , která se i po válce hlásila k německé národnosti a ;chovala zášť ;vůči Čechům . ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Proč k dosud bezkonfliktnímu dozorci ;chovali takovou zášť ;, zatím není jasné . ;V-P-N;V-PD-N;Vp-PD-NN;3
zášť;V-N;1;Princ prý prohlásil , že urážka a její potrestání se týkají výhradně mylorda de Breose a jeho , tím že je celá záležitost zprovozena ze světa a že k domu de Breose ;nechová žádnou zášť ;. ;V-P-N;V-PW-N;VB-PW-NN;3
zášť;V-N;1;Také předpokládal , že z něho jednou určitě bude nepoctivý úředník , proto ho zesměšnil tím , že napsal „ Traktát o rozpoznaní podlosti “ , a vévoda k němu ;choval v srdci zášť ;. ;V-R-N-N;V-RR-NN-N;Vp-RR-NN-NN;4
zášť;V-N;1;„ Nevím nic o tom , že by ke mně někdo ;choval nějakou větší zášť ;nebo nenávist , “ zdůraznil . ;V-P-A-N;V-PZ-AA-N;Vp-PZ-AA-NN;4
zášť;V-N;1;Další skupinou , která leckdy ;chová zášť ;k slavným , úspěšným a bohatým mužům , jsou jejich milenky , přesněji řečeno zapuzené milenky . ;V-N;V-N;VB-NN;2
zášť;V-N;1;"To se ovšem nelíbilo cornwallským velmožům a staršímu královu synovci Andretovi ; na Tristana žárlili a ";chovali k němu zášť ;. ;V-R-P-N;V-RR-P5-N;Vp-RR-P5-NN;4
zášť;V-N;1;Není totiž pravda , že ke všem myslivcům ;chovám zášť ;. ;V-N;V-N;VB-NN;2
zášť;V-N;1;Ten člověk byl britský občan a vůči monarchii zřejmě ;nechoval žádnou zášť ;. ;V-P-N;V-PW-N;Vp-PW-NN;3
zášť;V-N;1;Když dosáhneme čtyřicítky , začneme vůči mladým ženám ;chovat zášť ;a hlavou se nám honí vražedné myšlenky . ;V-N;V-N;Vf-NN;2
zášť;V-N;1;;Nechoval k nikomu zášť ;, ani k těm , kteří mu ublížili , netoužil po velebení . ;V-R-P-N;V-RR-PW-N;Vp-RR-PW-NN;4
zášť;V-N;1;Nikdy vůči němu ;nechovali zášť ;. ;V-N;V-N;Vp-NN;2
zášť;V-N;1;Ve skutečnosti záviděl Hektorovi , vůči němuž ;choval dávnou zášť ;kvůli jednomu pěstnímu zápasu , který před mnoha lety neskončil pro dobře . ;V-A-N;V-AA-N;Vp-AA-NN;3
zášť;V-N;1;;Nechovám k němu zášť ;, nebylo to nic osobního . ;V-R-P-N;V-RR-P5-N;VB-RR-P5-NN;4
zášť;V-N;1;Já jsem miloval a zvítězil - EPICAC miloval a prohrál , ;nechoval však vůči mně zášť ;. ;V-J-R-P-N;V-J^-RR-PP-N;Vp-J^-RR-PP-NN;5
zášť;V-N;1;K nikomu z nich ;nechovám zášť ;, ovšem další vyšetření podstoupit nehodlám , už mě to prostě nebaví . ;V-N;V-N;VB-NN;2
zášť;V-N;1;"Odmlčel se a pak se zase ozval : "" Nemyslete si , prosím , že v sobě ";chovám nějakou zášť ;. ;V-P-N;V-PZ-N;VB-PZ-NN;3
